Rk,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League,Season,TeamID
1,Alavés,24,11.0,23.0,1.0,1,148,133,20,135,138,104,2,3,0,806,275,185,59.8,La Liga,2021-2022,37745278530914180
2,Angers,22,12.0,18.0,0.0,0,142,146,14,112,176,176,3,3,0,847,122,163,42.8,Ligue 1,2021-2022,66587352409382849
3,Arminia,22,10.0,16.0,1.0,1,137,93,10,105,146,102,1,3,0,890,230,264,46.6,Bundesliga,2021-2022,60726784699523350
4,Arsenal,26,10.0,14.0,1.0,0,94,81,18,89,141,82,1,0,0,768,161,180,47.2,Premier League,2021-2022,5838645288327307
5,Aston Villa,23,10.0,23.0,1.0,0,106,134,14,144,157,85,1,2,1,812,175,196,47.2,Premier League,2021-2022,14348480492050895
6,Atalanta,24,11.0,28.0,0.0,0,153,154,17,108,152,94,2,3,0,1001,226,154,59.5,Serie A,2021-2022,87465877057901989
7,Athletic Club,23,11.0,20.0,1.0,1,147,134,22,158,129,108,2,2,0,934,182,198,47.9,La Liga,2021-2022,4823083458145023
8,Atlético Madrid,21,11.0,38.0,2.0,1,128,128,27,145,122,114,1,3,0,856,163,130,55.6,La Liga,2021-2022,74713976168286555
9,Augsburg,24,10.0,20.0,0.0,0,118,97,26,110,147,100,0,2,2,898,193,208,48.1,Bundesliga,2021-2022,82828683183786310
10,Barcelona,27,11.0,21.0,2.0,1,137,165,18,190,111,121,3,0,0,841,150,142,51.4,La Liga,2021-2022,81744823723090567
11,Bayern Munich,22,10.0,6.0,1.0,0,79,97,19,131,162,108,0,0,0,943,147,121,54.9,Bundesliga,2021-2022,7510926916741648
12,Betis,29,12.0,27.0,1.0,0,152,145,22,130,145,140,2,1,1,985,198,183,52.0,La Liga,2021-2022,9423348454032625
13,Bochum,24,10.0,16.0,1.0,0,131,111,25,123,204,117,0,1,1,860,195,185,51.3,Bundesliga,2021-2022,26656491983030423
14,Bologna,24,11.0,34.0,4.0,2,126,156,4,123,106,90,2,4,1,700,157,140,52.9,Serie A,2021-2022,23275147453355121
15,Bordeaux,28,12.0,24.0,1.0,0,128,133,13,106,195,127,0,3,0,870,152,162,48.4,Ligue 1,2021-2022,12683680850395737
16,Brentford,21,10.0,18.0,1.0,1,108,98,20,108,153,120,1,0,0,908,219,219,50.0,Premier League,2021-2022,27125852983275500
17,Brest,22,12.0,20.0,0.0,0,157,124,17,161,209,144,2,1,2,918,269,210,56.2,Ligue 1,2021-2022,27328509848090670
18,Brighton,21,10.0,25.0,0.0,0,92,76,15,101,135,126,1,2,0,818,147,155,48.7,Premier League,2021-2022,49072214318111932
19,Burnley,18,10.0,22.0,0.0,0,94,76,29,149,152,94,0,0,0,941,264,224,54.1,Premier League,2021-2022,21823480134907726
20,Cádiz,26,12.0,31.0,1.0,1,134,123,19,176,165,148,3,3,0,950,245,264,48.1,La Liga,2021-2022,1007679934589500
21,Cagliari,26,11.0,28.0,2.0,1,148,135,23,128,155,93,2,3,0,683,174,190,47.8,Serie A,2021-2022,32968728316179674
22,Celta Vigo,22,12.0,32.0,1.0,0,145,138,28,185,163,140,1,4,0,994,206,206,50.0,La Liga,2021-2022,14218303985450920
23,Chelsea,25,10.0,11.0,1.0,0,106,109,18,119,142,110,1,1,0,761,159,144,52.5,Premier League,2021-2022,58172670324373785
24,Clermont Foot,20,12.0,12.0,2.0,0,108,153,13,142,157,152,0,2,1,890,125,146,46.1,Ligue 1,2021-2022,54976968050746588
25,Crystal Palace,19,10.0,17.0,0.0,0,109,106,20,109,133,110,1,0,0,852,191,157,54.9,Premier League,2021-2022,15352059381074619
26,Dortmund,27,10.0,20.0,1.0,1,100,127,19,99,132,126,3,2,1,919,150,142,51.4,Bundesliga,2021-2022,6921931827204601
27,Eint Frankfurt,24,10.0,20.0,0.0,0,127,96,12,131,162,119,1,0,0,970,227,258,46.8,Bundesliga,2021-2022,37929111009288632
28,Elche,23,12.0,28.0,1.0,1,140,155,23,142,186,91,0,0,0,836,154,167,48.0,La Liga,2021-2022,30674441257210497
29,Empoli,24,11.0,24.0,1.0,0,142,151,38,153,153,120,4,3,3,801,121,171,41.4,Serie A,2021-2022,77726683749984272
30,Espanyol,27,12.0,25.0,2.0,0,127,154,24,127,133,99,0,0,0,841,151,217,41.0,La Liga,2021-2022,71314269182841176
31,Everton,24,10.0,18.0,0.0,0,89,82,10,121,163,121,3,0,1,741,168,175,49.0,Premier League,2021-2022,57482013681231466
32,Fiorentina,24,11.0,34.0,3.0,2,143,166,14,137,134,95,2,3,0,780,143,144,49.8,Serie A,2021-2022,24325362613855847
33,Freiburg,23,10.0,8.0,0.0,0,128,138,18,108,138,93,1,1,1,851,223,217,50.7,Bundesliga,2021-2022,17577284562417651
34,Genoa,30,11.0,31.0,0.0,0,155,162,23,128,202,126,3,3,1,886,173,229,43.0,Serie A,2021-2022,87033800759594150
35,Getafe,26,12.0,43.0,4.0,1,185,158,18,132,187,143,1,3,0,926,241,256,48.5,La Liga,2021-2022,23789167582387071
36,Granada,25,11.0,37.0,0.0,0,146,147,16,111,133,101,1,3,0,761,176,261,40.3,La Liga,2021-2022,45137124328012624
37,Greuther Fürth,25,10.0,20.0,0.0,0,142,131,17,98,146,116,2,3,3,860,183,247,42.6,Bundesliga,2021-2022,11035944553035865
38,Hellas Verona,24,11.0,29.0,1.0,1,170,122,22,102,141,116,4,2,2,893,202,221,47.8,Serie A,2021-2022,45227680351245381
39,Hertha BSC,27,10.0,18.0,1.0,0,131,133,23,78,155,104,1,3,0,808,196,211,48.2,Bundesliga,2021-2022,59737400018465050
40,Hoffenheim,22,10.0,19.0,0.0,0,118,97,17,139,149,112,0,0,0,782,168,205,45.0,Bundesliga,2021-2022,29322720181807625
41,Inter,23,11.0,26.0,0.0,0,150,128,16,151,117,100,2,3,0,805,172,146,54.1,Serie A,2021-2022,53198597771575973
42,Juventus,24,11.0,22.0,0.0,0,161,156,24,129,132,104,1,2,0,844,185,157,54.1,Serie A,2021-2022,19371054131726661
43,Köln,22,10.0,21.0,1.0,1,127,130,17,168,208,117,0,0,1,898,215,189,53.2,Bundesliga,2021-2022,39731782814123330
44,Lazio,23,11.0,27.0,2.0,0,137,122,16,112,145,101,3,3,0,830,161,136,54.2,Serie A,2021-2022,90751438076496109
45,Leeds United,23,10.0,23.0,1.0,0,116,110,13,128,142,119,1,1,1,833,145,170,46.0,Premier League,2021-2022,34570153325607342
46,Leicester City,22,10.0,13.0,1.0,0,78,106,18,85,141,105,0,2,1,757,162,156,50.9,Premier League,2021-2022,18776461863573874
47,Lens,23,12.0,24.0,2.0,0,150,109,12,138,184,116,1,2,0,881,154,134,53.5,Ligue 1,2021-2022,74951719010833888
48,Levante,26,12.0,36.0,2.0,1,180,137,20,130,170,122,1,1,0,728,126,155,44.8,La Liga,2021-2022,1566092639264277
49,Leverkusen,23,10.0,24.0,1.0,0,99,110,17,75,176,113,2,2,0,782,126,157,44.5,Bundesliga,2021-2022,36794408106212849
50,Lille,22,12.0,32.0,0.0,0,129,149,24,130,170,150,2,2,0,905,188,174,51.9,Ligue 1,2021-2022,85603837513355486
51,Liverpool,24,10.0,11.0,0.0,0,101,75,17,138,128,91,0,0,0,912,141,135,51.1,Premier League,2021-2022,41956650829873911
52,Lorient,25,12.0,32.0,3.0,3,154,132,15,113,186,147,2,3,1,929,130,181,41.8,Ligue 1,2021-2022,37325341301512527
53,Lyon,25,12.0,20.0,5.0,2,123,120,19,121,180,156,3,4,2,867,146,146,50.0,Ligue 1,2021-2022,87005642993871754
54,M'Gladbach,22,10.0,20.0,0.0,0,112,134,24,89,148,120,2,0,1,843,152,142,51.7,Bundesliga,2021-2022,81611584009946193
55,Mainz 05,26,10.0,22.0,1.0,1,142,117,18,99,142,122,0,1,0,978,225,240,48.4,Bundesliga,2021-2022,71158960989778912
56,Mallorca,27,12.0,38.0,4.0,2,173,179,24,111,167,137,0,2,1,861,182,209,46.5,La Liga,2021-2022,96459977719332900
57,Manchester City,22,10.0,16.0,1.0,0,92,84,24,167,112,90,0,1,0,780,132,116,53.2,Premier League,2021-2022,74026506610392765
58,Manchester Utd,21,10.0,24.0,1.0,0,107,80,23,124,122,82,0,1,1,783,143,111,56.3,Premier League,2021-2022,29078730489839024
59,Marseille,23,12.0,20.0,2.0,1,92,145,17,126,176,119,1,2,1,789,117,103,53.2,Ligue 1,2021-2022,66190039714113630
60,Metz,29,12.0,30.0,2.0,1,159,149,12,120,223,154,1,2,2,893,206,185,52.7,Ligue 1,2021-2022,14635757597311544
61,Milan,26,11.0,24.0,1.0,1,145,160,18,137,166,120,3,2,1,832,143,178,44.5,Serie A,2021-2022,59378513948613436
62,Monaco,25,12.0,26.0,1.0,0,153,143,28,142,179,176,2,4,1,1013,158,164,49.1,Ligue 1,2021-2022,79093238158793616
63,Montpellier,22,12.0,27.0,3.0,3,141,156,15,164,186,126,1,0,1,944,152,186,45.0,Ligue 1,2021-2022,32434714471076965
64,Nantes,21,12.0,23.0,1.0,0,161,130,15,127,201,156,1,0,0,946,221,197,52.9,Ligue 1,2021-2022,25802633648495862
65,Napoli,25,11.0,19.0,2.0,0,126,140,21,111,108,114,4,0,0,729,109,113,49.1,Serie A,2021-2022,10516137814401134
66,Newcastle Utd,22,10.0,28.0,1.0,1,97,96,18,112,128,116,0,4,0,734,170,157,52.0,Premier League,2021-2022,29528772732587842
67,Nice,23,12.0,23.0,0.0,0,164,113,21,128,199,137,2,2,0,991,172,141,55.0,Ligue 1,2021-2022,11720969662561653
68,Norwich City,22,10.0,19.0,1.0,1,87,133,8,98,154,100,1,2,2,747,142,167,46.0,Premier League,2021-2022,42809968147687487
69,Osasuna,26,12.0,31.0,1.0,0,180,120,16,180,164,109,1,1,1,1054,304,268,53.1,La Liga,2021-2022,83352675823776457
70,Paris S-G,27,12.0,21.0,1.0,0,116,119,21,134,159,121,1,0,0,749,99,79,55.6,Ligue 1,2021-2022,11177590892093073
71,Rayo Vallecano,25,12.0,31.0,1.0,0,175,164,33,158,179,115,0,5,1,859,202,216,48.3,La Liga,2021-2022,75203699329351977
72,RB Leipzig,23,10.0,14.0,0.0,0,110,122,19,123,127,109,3,2,0,987,214,159,57.4,Bundesliga,2021-2022,68159208261559796
73,Real Madrid,25,11.0,20.0,0.0,0,131,137,36,181,174,115,1,1,0,752,103,104,49.8,La Liga,2021-2022,29627131003986350
74,Real Sociedad,27,12.0,24.0,1.0,1,175,155,25,108,125,128,2,2,0,936,263,202,56.6,La Liga,2021-2022,57299950304530590
75,Reims,25,12.0,23.0,2.0,1,147,154,18,125,220,143,1,1,0,905,154,190,44.8,Ligue 1,2021-2022,67732085073987538
76,Rennes,26,12.0,20.0,1.0,1,158,104,17,137,132,108,0,0,0,831,180,166,52.0,Ligue 1,2021-2022,96819424452761337
77,Roma,24,11.0,36.0,2.0,2,151,139,20,138,133,112,2,1,0,781,145,149,49.3,Serie A,2021-2022,764736481564168
78,Saint-Étienne,28,12.0,25.0,2.0,0,154,156,26,157,167,161,2,1,1,1091,163,176,48.1,Ligue 1,2021-2022,56226069621228236
79,Salernitana,25,11.0,25.0,2.0,1,153,150,17,138,140,108,1,1,1,935,228,187,54.9,Serie A,2021-2022,63444195793016658
80,Sampdoria,22,11.0,33.0,1.0,0,141,141,32,144,175,113,1,1,1,861,208,162,56.2,Serie A,2021-2022,89407679695143145
81,Sassuolo,22,11.0,28.0,0.0,0,140,151,12,97,132,77,1,3,0,830,126,146,46.3,Serie A,2021-2022,79200252522790650
82,Sevilla,26,11.0,31.0,2.0,2,143,124,23,145,140,117,1,1,0,767,191,176,52.0,La Liga,2021-2022,22702270477938803
83,Southampton,21,10.0,18.0,1.0,0,112,107,5,113,160,117,2,0,0,900,160,224,41.7,Premier League,2021-2022,21037626007536306
84,Spezia,26,11.0,20.0,2.0,0,137,134,20,114,142,110,0,4,1,887,167,201,45.4,Serie A,2021-2022,41730244034743257
85,Strasbourg,23,12.0,26.0,2.0,1,169,127,18,172,211,140,1,2,1,914,188,176,51.6,Ligue 1,2021-2022,92234479374253707
86,Stuttgart,28,10.0,26.0,2.0,1,128,122,11,94,156,112,0,1,0,820,198,157,55.8,Bundesliga,2021-2022,81761661302668293
87,Torino,26,11.0,32.0,1.0,1,211,116,22,127,155,84,0,2,0,1050,249,273,47.7,Serie A,2021-2022,21846272194836439
88,Tottenham,21,10.0,19.0,1.0,1,89,122,14,87,160,110,1,1,1,752,157,176,47.1,Premier League,2021-2022,22006624071753704
89,Troyes,28,12.0,24.0,2.0,2,129,146,13,126,201,119,0,2,0,862,142,159,47.2,Ligue 1,2021-2022,57069542099991496
90,Udinese,21,11.0,23.0,1.0,1,139,130,17,95,147,128,1,3,1,778,146,154,48.7,Serie A,2021-2022,48393495896639342
91,Union Berlin,23,10.0,19.0,1.0,1,104,98,17,123,130,89,1,1,1,851,227,227,50.0,Bundesliga,2021-2022,71630543971501382
92,Valencia,26,12.0,38.0,2.0,1,196,201,17,161,169,118,3,2,1,932,221,222,49.9,La Liga,2021-2022,65158650443085242
93,Venezia,29,11.0,37.0,1.0,0,167,125,20,117,175,120,1,3,1,780,188,172,52.2,Serie A,2021-2022,94916874898547392
94,Villarreal,26,11.0,30.0,1.0,1,141,124,31,131,134,94,0,3,1,739,144,116,55.4,La Liga,2021-2022,63335634096533483
95,Watford,26,10.0,22.0,0.0,0,135,98,14,109,127,94,0,1,1,791,197,180,52.3,Premier League,2021-2022,73743918793554398
96,West Ham,18,10.0,14.0,1.0,1,87,69,14,140,119,114,1,0,0,846,188,185,50.4,Premier League,2021-2022,57680956417459581
97,Wolfsburg,24,10.0,26.0,2.0,1,146,122,16,138,153,90,1,1,0,896,229,169,57.5,Bundesliga,2021-2022,85159484018358879
98,Wolves,18,10.0,19.0,0.0,0,113,88,22,105,140,122,0,3,0,676,121,115,51.3,Premier League,2021-2022,24001928852251903
1,Alavés,30,38.0,96.0,8.0,5,521,492,73,409,430,359,5,2,0,3047,920,690,57.1,La Liga,2020-2021,37745278530914180
2,Angers,31,38.0,65.0,2.0,1,463,486,43,401,438,460,6,8,1,3225,490,585,45.6,Ligue 1,2020-2021,66587352409382849
3,Arminia,26,34.0,52.0,1.0,0,393,422,53,290,303,394,2,6,1,3165,832,800,51.0,Bundesliga,2020-2021,60726784699523350
4,Arsenal,29,38.0,49.0,5.0,1,346,402,65,519,337,315,5,2,4,3054,515,606,45.9,Premier League,2020-2021,5838645288327307
5,Aston Villa,24,38.0,71.0,4.0,4,443,556,71,529,377,358,6,6,1,3233,781,735,51.5,Premier League,2020-2021,14348480492050895
6,Atalanta,30,38.0,67.0,3.0,1,585,477,57,432,501,425,5,8,1,3702,698,563,55.4,Serie A,2020-2021,87465877057901989
7,Athletic Club,27,38.0,82.0,3.0,1,489,484,77,543,348,343,5,6,1,3166,721,632,53.3,La Liga,2020-2021,4823083458145023
8,Atlético Madrid,25,38.0,100.0,0.0,0,492,449,98,437,395,449,6,4,3,3149,606,506,54.5,La Liga,2020-2021,74713976168286555
9,Augsburg,25,34.0,70.0,4.0,3,400,408,73,313,437,338,3,9,3,3072,627,780,44.6,Bundesliga,2020-2021,82828683183786310
10,Barcelona,25,38.0,72.0,2.0,2,361,527,91,411,354,351,6,5,2,2896,418,320,56.6,La Liga,2020-2021,81744823723090567
11,Bayern Munich,29,34.0,44.0,3.0,0,319,374,76,566,415,377,8,3,0,3235,498,452,52.4,Bundesliga,2020-2021,7510926916741648
12,Benevento,29,38.0,95.0,5.0,2,503,598,63,409,414,363,7,5,6,2892,549,643,46.1,Serie A,2020-2021,38159059008947812
13,Betis,25,38.0,93.0,8.0,4,525,486,66,425,432,378,9,9,3,3073,626,653,48.9,La Liga,2020-2021,9423348454032625
14,Bologna,37,38.0,82.0,4.0,2,541,483,77,414,446,328,3,9,2,3167,636,615,50.8,Serie A,2020-2021,23275147453355121
15,Bordeaux,28,38.0,78.0,4.0,2,472,489,48,373,438,413,3,7,1,2931,588,543,52.0,Ligue 1,2020-2021,12683680850395737
16,Brest,26,38.0,62.0,4.0,1,497,438,63,488,372,436,4,11,2,3027,725,587,55.3,Ligue 1,2020-2021,27328509848090670
17,Brighton,27,38.0,49.0,6.0,2,430,359,53,474,395,415,7,7,2,3403,553,605,47.8,Premier League,2020-2021,49072214318111932
18,Burnley,25,38.0,48.0,0.0,0,385,390,83,441,399,320,3,3,1,3592,951,898,51.4,Premier League,2020-2021,21823480134907726
19,Cádiz,34,38.0,81.0,3.0,2,439,486,59,432,411,385,3,10,1,2962,704,801,46.8,La Liga,2020-2021,1007679934589500
20,Cagliari,32,38.0,77.0,3.0,2,520,475,60,496,379,370,4,5,0,3015,693,660,51.2,Serie A,2020-2021,32968728316179674
21,Celta Vigo,30,38.0,109.0,5.0,3,634,498,70,361,375,420,7,8,1,3163,621,730,46.0,La Liga,2020-2021,14218303985450920
22,Chelsea,27,38.0,51.0,3.0,1,438,363,80,512,444,413,10,4,1,3216,614,550,52.7,Premier League,2020-2021,58172670324373785
23,Crotone,31,38.0,89.0,4.0,2,533,492,59,370,357,373,7,5,2,3016,503,575,46.7,Serie A,2020-2021,33431629624225246
24,Crystal Palace,24,38.0,56.0,2.0,1,410,435,68,345,460,386,2,4,0,3130,734,724,50.3,Premier League,2020-2021,15352059381074619
25,Dijon,33,38.0,76.0,5.0,1,521,429,58,319,509,440,4,10,4,3066,562,625,47.3,Ligue 1,2020-2021,59239312409540653
26,Dortmund,26,34.0,44.0,1.0,1,365,378,68,400,401,411,6,6,1,3109,486,409,54.3,Bundesliga,2020-2021,6921931827204601
27,Eibar,30,38.0,71.0,3.0,2,501,392,69,614,385,363,5,5,0,4018,951,1006,48.6,La Liga,2020-2021,67267904110326262
28,Eint Frankfurt,25,34.0,82.0,1.0,1,463,370,70,510,426,408,6,6,2,3427,735,625,54.0,Bundesliga,2020-2021,37929111009288632
29,Elche,30,38.0,99.0,3.0,2,531,461,52,415,388,394,1,10,1,2711,521,588,47.0,La Liga,2020-2021,30674441257210497
30,Everton,29,38.0,59.0,2.0,0,389,392,65,408,401,426,4,4,1,3189,693,529,56.7,Premier League,2020-2021,57482013681231466
31,Fiorentina,30,38.0,86.0,5.0,0,528,523,61,469,368,362,4,11,2,2929,571,609,48.4,Serie A,2020-2021,24325362613855847
32,Freiburg,24,34.0,62.0,0.0,0,443,411,58,444,387,298,5,6,2,2931,679,699,49.3,Bundesliga,2020-2021,17577284562417651
33,Fulham,28,38.0,67.0,3.0,0,485,376,45,490,499,415,5,6,1,3361,668,679,49.6,Premier League,2020-2021,19227944656237519
34,Genoa,34,38.0,87.0,2.0,1,522,475,81,350,475,393,2,7,2,3158,541,724,42.8,Serie A,2020-2021,87033800759594150
35,Getafe,31,38.0,120.0,7.0,2,634,522,75,537,424,384,3,8,3,3472,885,1000,46.9,La Liga,2020-2021,23789167582387071
36,Granada,34,38.0,97.0,6.0,1,536,471,84,381,408,375,4,11,1,3075,734,905,44.8,La Liga,2020-2021,45137124328012624
37,Hellas Verona,32,38.0,91.0,1.0,0,624,521,109,459,463,338,3,7,2,3733,858,878,49.4,Serie A,2020-2021,45227680351245381
38,Hertha BSC,32,34.0,67.0,3.0,2,472,432,79,396,409,352,6,8,1,2918,577,579,49.9,Bundesliga,2020-2021,59737400018465050
39,Hoffenheim,30,34.0,68.0,4.0,2,450,412,50,440,346,355,4,8,2,3247,563,661,46.0,Bundesliga,2020-2021,29322720181807625
40,Huesca,27,38.0,69.0,2.0,1,532,522,102,502,349,402,2,4,2,3172,629,655,49.0,La Liga,2020-2021,16593090704373522
41,Inter,25,38.0,61.0,2.0,1,474,431,66,481,365,326,6,7,1,2819,523,425,55.2,Serie A,2020-2021,53198597771575973
42,Juventus,30,38.0,80.0,6.0,2,505,473,94,517,370,395,8,9,2,2897,465,397,53.9,Serie A,2020-2021,19371054131726661
43,Köln,28,34.0,63.0,1.0,1,424,435,59,428,427,382,4,9,0,3100,673,722,48.2,Bundesliga,2020-2021,39731782814123330
44,Lazio,30,38.0,107.0,5.0,3,503,435,92,466,423,395,8,10,2,3301,582,533,52.2,Serie A,2020-2021,90751438076496109
45,Leeds United,23,38.0,61.0,1.0,0,434,408,77,519,477,493,3,9,2,3464,589,612,49.0,Premier League,2020-2021,34570153325607342
46,Leicester City,27,38.0,61.0,0.0,0,412,423,73,390,434,445,11,4,2,3523,616,626,49.6,Premier League,2020-2021,18776461863573874
47,Lens,27,38.0,94.0,7.0,5,545,473,49,475,460,404,11,10,3,3106,690,658,51.2,Ligue 1,2020-2021,74951719010833888
48,Levante,29,38.0,68.0,1.0,0,511,399,69,489,446,368,5,4,2,2966,514,595,46.3,La Liga,2020-2021,1566092639264277
49,Leverkusen,30,34.0,58.0,0.0,0,438,341,76,427,377,342,1,2,2,3377,504,571,46.9,Bundesliga,2020-2021,36794408106212849
50,Lille,21,38.0,68.0,2.0,1,490,459,67,367,411,452,5,2,2,3373,612,572,51.7,Ligue 1,2020-2021,85603837513355486
51,Liverpool,28,38.0,40.0,0.0,0,399,318,65,571,385,358,4,8,0,3685,567,621,47.7,Premier League,2020-2021,41956650829873911
52,Lorient,27,38.0,69.0,3.0,1,479,474,50,353,482,482,9,10,1,3080,537,579,48.1,Ligue 1,2020-2021,37325341301512527
53,Lyon,29,38.0,66.0,10.0,3,486,451,65,515,402,449,11,7,2,3292,565,457,55.3,Ligue 1,2020-2021,87005642993871754
54,M'Gladbach,23,34.0,61.0,2.0,0,401,414,86,336,455,346,9,6,0,2954,583,552,51.4,Bundesliga,2020-2021,81611584009946193
55,Mainz 05,31,34.0,63.0,1.0,1,508,383,56,378,454,405,3,7,1,3260,683,745,47.8,Bundesliga,2020-2021,71158960989778912
56,Manchester City,24,38.0,46.0,2.0,0,365,376,59,438,339,365,7,10,1,3064,499,426,53.9,Premier League,2020-2021,74026506610392765
57,Manchester Utd,29,38.0,64.0,1.0,0,454,401,76,444,455,371,9,4,2,3173,553,432,56.1,Premier League,2020-2021,29078730489839024
58,Marseille,31,38.0,98.0,9.0,2,504,476,57,446,427,468,3,3,1,3071,583,559,51.1,Ligue 1,2020-2021,66190039714113630
59,Metz,27,38.0,84.0,4.0,1,524,476,50,431,450,462,6,12,2,3199,623,604,50.8,Ligue 1,2020-2021,14635757597311544
60,Milan,29,38.0,83.0,4.0,1,519,480,92,430,383,406,15,5,1,3102,577,577,50.0,Serie A,2020-2021,59378513948613436
61,Monaco,30,38.0,78.0,7.0,2,489,473,73,469,393,551,11,4,1,3473,650,597,52.1,Ligue 1,2020-2021,79093238158793616
62,Montpellier,25,38.0,65.0,7.0,0,516,456,48,490,396,400,4,10,2,3109,669,698,48.9,Ligue 1,2020-2021,32434714471076965
63,Nantes,25,38.0,70.0,4.0,2,516,507,55,414,418,454,8,11,1,3418,655,741,46.9,Ligue 1,2020-2021,25802633648495862
64,Napoli,25,38.0,76.0,3.0,2,389,549,72,470,407,391,7,5,1,2756,414,417,49.8,Serie A,2020-2021,10516137814401134
65,Newcastle Utd,27,38.0,65.0,3.0,2,389,419,59,400,415,363,6,5,3,2877,658,729,47.4,Premier League,2020-2021,29528772732587842
66,Nice,31,38.0,73.0,4.0,2,466,440,41,404,380,425,6,6,0,2915,414,447,48.1,Ligue 1,2020-2021,11720969662561653
67,Nîmes,33,38.0,60.0,5.0,2,426,533,50,389,475,433,6,9,0,3113,524,717,42.2,Ligue 1,2020-2021,83514802313158576
68,Osasuna,28,38.0,80.0,5.0,3,537,411,67,510,384,354,3,8,3,3627,1070,837,56.1,La Liga,2020-2021,83352675823776457
69,Paris S-G,33,38.0,79.0,7.0,3,465,434,66,539,364,427,11,1,1,2998,375,336,52.7,Ligue 1,2020-2021,11177590892093073
70,Parma,42,38.0,91.0,1.0,0,526,484,80,407,430,369,4,3,3,2764,644,513,55.7,Serie A,2020-2021,62695319081093388
71,RB Leipzig,25,34.0,57.0,0.0,0,440,407,83,427,380,352,9,3,0,3427,732,544,57.4,Bundesliga,2020-2021,68159208261559796
72,Real Madrid,30,38.0,59.0,2.0,1,411,476,87,577,406,353,2,7,1,2815,460,408,53.0,La Liga,2020-2021,29627131003986350
73,Real Sociedad,30,38.0,81.0,1.0,0,572,465,90,467,337,342,7,5,1,3181,709,698,50.4,La Liga,2020-2021,57299950304530590
74,Reims,29,38.0,77.0,8.0,1,451,419,61,315,438,432,3,6,1,2880,501,590,45.9,Ligue 1,2020-2021,67732085073987538
75,Rennes,32,38.0,79.0,5.0,0,508,492,35,515,340,455,3,4,0,3236,638,552,53.6,Ligue 1,2020-2021,96819424452761337
76,Roma,31,38.0,91.0,3.0,3,555,430,63,437,457,390,6,6,3,2934,488,442,52.5,Serie A,2020-2021,764736481564168
77,Saint-Étienne,40,38.0,76.0,2.0,0,538,496,55,451,447,496,5,8,2,3322,656,646,50.4,Ligue 1,2020-2021,56226069621228236
78,Sampdoria,27,38.0,83.0,3.0,1,512,488,63,505,409,398,3,9,1,3323,659,696,48.6,Serie A,2020-2021,89407679695143145
79,Sassuolo,28,38.0,79.0,4.0,2,499,475,60,403,372,369,12,4,1,2878,440,456,49.1,Serie A,2020-2021,79200252522790650
80,Schalke 04,42,34.0,74.0,2.0,2,414,411,69,245,467,375,3,8,5,2891,587,613,48.9,Bundesliga,2020-2021,24345039935475884
81,Sevilla,26,38.0,79.0,2.0,2,495,490,70,555,334,389,4,6,2,2929,674,576,53.9,La Liga,2020-2021,22702270477938803
82,Sheffield Utd,27,38.0,73.0,3.0,0,459,296,75,438,440,368,3,4,3,3111,761,852,47.2,Premier League,2020-2021,93216768512646707
83,Southampton,29,38.0,52.0,3.0,0,426,421,79,315,435,455,4,8,1,3549,557,724,43.5,Premier League,2020-2021,21037626007536306
84,Spezia,35,38.0,100.0,5.0,4,590,532,83,413,436,386,5,10,0,3130,559,630,47.0,Serie A,2020-2021,41730244034743257
85,Strasbourg,26,38.0,58.0,3.0,1,510,419,44,479,512,472,6,8,1,3155,723,687,51.3,Ligue 1,2020-2021,92234479374253707
86,Stuttgart,29,34.0,65.0,2.0,1,429,439,56,382,382,350,6,7,1,3228,598,502,54.4,Bundesliga,2020-2021,81761661302668293
87,Torino,29,38.0,78.0,4.0,3,580,605,62,489,493,377,6,10,1,3062,622,681,47.7,Serie A,2020-2021,21846272194836439
88,Tottenham,24,38.0,57.0,2.0,2,440,471,44,332,370,425,5,10,3,3226,678,670,50.3,Premier League,2020-2021,22006624071753704
89,Udinese,33,38.0,65.0,2.0,1,517,525,83,468,399,383,3,14,0,2918,509,495,50.7,Serie A,2020-2021,48393495896639342
90,Union Berlin,27,34.0,57.0,2.0,1,435,378,87,391,428,349,6,5,2,3256,682,751,47.6,Bundesliga,2020-2021,71630543971501382
91,Valencia,30,38.0,82.0,5.0,3,465,528,90,395,321,312,6,8,2,2914,625,615,50.4,La Liga,2020-2021,65158650443085242
92,Valladolid,32,38.0,93.0,4.0,0,514,513,75,480,390,376,8,6,0,3226,708,885,44.4,La Liga,2020-2021,44089518275887893
93,Villarreal,29,38.0,67.0,5.0,1,450,470,89,466,354,340,7,9,2,2961,537,533,50.2,La Liga,2020-2021,63335634096533483
94,Werder Bremen,27,34.0,67.0,3.0,2,401,472,69,315,477,375,3,6,3,2972,670,720,48.2,Bundesliga,2020-2021,59303898890876434
95,West Brom,30,38.0,51.0,4.0,0,406,411,76,404,447,398,4,11,3,3290,741,804,48.0,Premier League,2020-2021,26775906631723373
96,West Ham,24,38.0,50.0,3.0,1,379,355,74,500,426,346,3,5,4,3277,768,699,52.4,Premier League,2020-2021,57680956417459581
97,Wolfsburg,26,34.0,58.0,3.0,1,442,385,80,428,461,430,1,5,1,3409,637,621,50.6,Bundesliga,2020-2021,85159484018358879
