Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,League,Season,PlayerID
9,Sergio Asenjo,ESP,GK,Villarreal,31,1989,36,36,3240,36.0,41,1.14,114,83,70.2,15,13,8,10,27.8,9,7,1,1,12.5,La Liga,2020-2021,13166421653
10,Emil Audero,ITA,GK,Sampdoria,23,1997,37,37,3330,37.0,54,1.46,165,117,71.5,14,7,16,6,16.2,9,7,2,0,22.2,Serie A,2020-2021,20443867575
11,Édgar Badía,ESP,GK,Elche,28,1992,30,30,2700,30.0,46,1.53,135,93,69.6,5,11,14,5,16.7,9,5,3,1,37.5,La Liga,2020-2021,10236567814
12,Stefan Bajic,FRA,GK,Saint-Étienne,18,2001,1,1,90,1.0,4,4.00,4,0,0.0,0,0,1,0,0.0,1,0,0,1,0,Ligue 1,2020-2021,32115654723
13,Oliver Baumann,GER,GK,Hoffenheim,30,1990,31,31,2790,31.0,51,1.65,126,81,64.3,10,8,13,6,19.4,9,6,2,1,25.0,Bundesliga,2020-2021,65988465072
14,Walter Benítez,ARG,GK,Nice,27,1993,38,38,3420,38.0,53,1.39,167,119,72.5,15,7,16,9,23.7,7,7,0,0,0.0,Ligue 1,2020-2021,40440070011
15,Alessandro Berardi,ITA,GK,Hellas Verona,29,1991,1,0,28,0.3,0,0.00,1,1,100.0,0,0,0,0,0,0,0,0,0,0,Serie A,2020-2021,64602416549
16,Paul Bernardoni,FRA,GK,Angers,23,1997,38,38,3420,38.0,58,1.53,134,82,61.9,12,8,18,9,23.7,8,7,1,0,12.5,Ligue 1,2020-2021,16756711405
17,Dimitry Bertaud,FRA,GK,Montpellier,22,1998,9,7,745,8.3,11,1.33,40,29,75.0,4,2,1,3,42.9,1,1,0,0,0.0,Ligue 1,2020-2021,23998734208
18,Rubén Blanco,ESP,GK,Celta Vigo,25,1995,19,19,1637,18.2,27,1.48,60,34,56.7,7,6,6,4,21.1,1,1,0,0,0.0,La Liga,2020-2021,28785546601
19,Elias Bördner,GER,GK,Eint Frankfurt,18,2002,1,1,90,1.0,1,1.00,6,5,83.3,1,0,0,0,0.0,0,0,0,0,0,Bundesliga,2020-2021,1173395865
20,Yassine Bounou,MAR,GK,Sevilla,29,1991,33,33,2970,33.0,28,0.85,100,78,76.0,21,5,7,15,45.5,6,4,2,0,33.3,La Liga,2020-2021,91096819191
21,Claudio Bravo,CHI,GK,Betis,37,1983,20,20,1800,20.0,25,1.25,69,48,69.6,8,8,4,7,35.0,5,4,1,0,20.0,La Liga,2020-2021,85222609580
22,Fabian Bredlow,GER,GK,Stuttgart,25,1995,1,1,90,1.0,1,1.00,9,8,88.9,1,0,0,0,0.0,0,0,0,0,0,Bundesliga,2020-2021,53967650958
23,Gianluigi Buffon,ITA,GK,Juventus,42,1978,8,8,720,8.0,5,0.62,17,14,82.4,7,1,0,3,37.5,3,2,1,0,33.3,Serie A,2020-2021,41897940507
24,Roman Bürki,SUI,GK,Dortmund,29,1990,19,18,1665,18.5,30,1.62,89,63,70.8,9,2,7,4,22.2,4,4,0,0,0.0,Bundesliga,2020-2021,70183591826
25,Jack Butland,ENG,GK,Crystal Palace,27,1993,1,1,90,1.0,2,2.00,5,3,60.0,1,0,0,0,0.0,0,0,0,0,0,Premier League,2020-2021,47133982080
26,David Button,ENG,GK,West Brom,31,1989,1,1,90,1.0,2,2.00,7,5,71.4,1,0,0,0,0.0,0,0,0,0,0,Premier League,2020-2021,25255542595
27,Marcin Bułka,POL,GK,Paris S-G,20,1999,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,0,Ligue 1,2020-2021,67058877934
28,Willy Caballero,ARG,GK,Chelsea,38,1981,1,1,90,1.0,3,3.00,3,0,0.0,0,1,0,0,0.0,0,0,0,0,0,Premier League,2020-2021,17413116433
29,Marc-Aurèle Caillard,FRA,GK,Metz,26,1994,5,4,361,4.0,10,2.49,20,13,65.0,0,1,3,0,0.0,3,3,0,0,0.0,Ligue 1,2020-2021,79273457049
30,Cárdenas,ESP,GK,Levante,23,1997,8,8,720,8.0,11,1.37,41,26,73.2,1,3,4,1,12.5,1,0,0,1,0,La Liga,2020-2021,48384365937
31,Scott Carson,ENG,GK,Manchester City,34,1985,1,1,90,1.0,3,3.00,3,1,33.3,1,0,0,0,0.0,2,1,1,0,50.0,Premier League,2020-2021,84069835490
32,Kiko Casilla,ESP,GK,Leeds United,33,1986,3,3,270,3.0,2,0.67,12,10,83.3,2,0,1,1,33.3,0,0,0,0,0,Premier League,2020-2021,16409352782
33,Koen Casteels,BEL,GK,Wolfsburg,28,1992,32,32,2880,32.0,33,1.03,101,72,70.3,17,9,6,14,43.8,5,3,2,0,40.0,Bundesliga,2020-2021,39412672609
34,Sébastien Cibois,FRA,GK,Brest,22,1998,3,3,270,3.0,4,1.33,10,7,70.0,1,1,1,1,33.3,1,1,0,0,0.0,Ligue 1,2020-2021,64974374411
35,Alberto Cifuentes,ESP,GK,Cádiz,41,1979,2,2,180,2.0,3,1.50,6,3,50.0,1,0,1,1,50.0,0,0,0,0,0,La Liga,2020-2021,52082643939
36,Jasper Cillessen,NED,GK,Valencia,31,1989,10,10,900,10.0,11,1.10,45,33,77.8,5,1,4,3,30.0,2,1,1,0,50.0,La Liga,2020-2021,20098656361
