Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,League,Season,PlayerID
172,Marco Silvestri,ITA,GK,Hellas Verona,26,1991,2,2,180,2.0,7,3.50,25,18,72.0,0,0,2,0,0.0,0,0,0,0,0,Serie A,2017-2018,66247594455
173,Tobias Sippel,GER,GK,M'Gladbach,29,1988,5,4,435,4.8,10,2.07,24,14,58.3,1,0,4,1,25.0,0,0,0,0,0,Bundesliga,2017-2018,44140959732
174,Salvatore Sirigu,ITA,GK,Torino,30,1987,37,37,3330,37.0,45,1.22,160,120,75.0,12,15,10,10,27.0,8,5,3,0,37.5,Serie A,2017-2018,65323842494
175,Antonio Sivera,ESP,GK,Alavés,20,1996,1,1,63,0.7,0,0.00,2,2,100.0,0,0,1,0,0.0,0,0,0,0,0,La Liga,2017-2018,13446174484
176,Łukasz Skorupski,POL,GK,Roma,26,1991,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,0,Serie A,2017-2018,74586408629
177,Yann Sommer,SUI,GK,M'Gladbach,28,1988,30,30,2625,29.2,42,1.44,145,106,73.8,12,8,9,6,20.0,4,4,0,0,0.0,Bundesliga,2017-2018,14547795743
178,David Soria,ESP,GK,Sevilla,24,1993,15,15,1265,14.0,19,1.35,57,41,70.2,7,4,4,5,33.3,3,2,0,1,0.0,La Liga,2017-2018,69785449682
179,Stefano Sorrentino,ITA,GK,Chievo,38,1979,38,38,3420,38.0,59,1.55,180,126,69.4,10,10,18,7,18.4,8,4,3,1,42.9,Serie A,2017-2018,35859355932
180,Julián Speroni,ARG,GK,Crystal Palace,38,1979,11,11,990,11.0,14,1.27,40,27,67.5,3,5,3,2,18.2,1,1,0,0,0.0,Premier League,2017-2018,27732451770
181,Marco Sportiello,ITA,GK,Fiorentina,25,1992,37,37,3202,35.6,38,1.07,134,95,73.1,16,9,11,14,37.8,3,2,1,0,33.3,Serie A,2017-2018,56337046988
182,Tom Starke,GER,GK,Bayern Munich,36,1981,2,2,180,2.0,0,0.00,6,6,100.0,2,0,0,2,100.0,0,0,0,0,0,Bundesliga,2017-2018,8175773737
183,Thomas Strakosha,ALB,GK,Lazio,22,1995,38,38,3420,38.0,49,1.29,153,112,73.9,21,9,8,11,28.9,11,9,1,1,10.0,Serie A,2017-2018,11209705214
184,Danijel Subašić,CRO,GK,Monaco,32,1984,34,34,2939,32.7,41,1.26,130,94,71.5,20,8,5,10,29.4,4,4,0,0,0.0,Ligue 1,2017-2018,74106203136
185,Seydou Sy,SEN,GK,Monaco,21,1995,3,2,256,2.8,4,1.41,16,13,81.3,2,0,1,1,50.0,1,1,0,0,0.0,Ligue 1,2017-2018,34777543220
186,Wojciech Szczęsny,POL,GK,Juventus,27,1990,17,17,1530,17.0,9,0.53,34,24,73.5,13,3,1,11,64.7,0,0,0,0,0,Serie A,2017-2018,52450354440
187,Ciprian Tătărușanu,ROU,GK,Nantes,31,1986,37,37,3330,37.0,38,1.03,133,97,72.9,14,10,13,12,32.4,3,2,0,1,0.0,Ligue 1,2017-2018,46313801808
188,Marc-André ter Stegen,GER,GK,Barcelona,25,1992,37,37,3330,37.0,28,0.76,129,103,79.8,27,9,1,19,51.4,2,2,0,0,0.0,La Liga,2017-2018,52747643770
189,Kevin Trapp,GER,GK,Paris S-G,27,1990,4,4,360,4.0,4,1.00,16,14,87.5,3,0,1,1,25.0,2,2,0,0,0.0,Ligue 1,2017-2018,79767431915
190,Philipp Tschauner,GER,GK,Hannover 96,31,1985,31,31,2790,31.0,45,1.45,152,107,71.7,9,9,13,5,16.1,3,2,0,1,0.0,Bundesliga,2017-2018,93260205893
191,Przemysław Tytoń,POL,GK,La Coruña,30,1987,2,1,97,1.1,4,3.71,5,1,20.0,0,0,1,0,0.0,0,0,0,0,0,La Liga,2017-2018,46380607774
192,Sven Ulreich,GER,GK,Bayern Munich,28,1988,29,29,2610,29.0,26,0.90,79,57,68.4,23,3,3,12,41.4,5,1,4,0,80.0,Bundesliga,2017-2018,80452974627
193,Francis Uzoho,NGA,GK,La Coruña,18,1998,2,2,180,2.0,2,1.00,9,8,88.9,0,1,1,1,50.0,1,1,0,0,0.0,La Liga,2017-2018,35529319494
194,Koke Vegas,ESP,GK,Levante,21,1995,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,0,La Liga,2017-2018,68235327556
195,Rémy Vercoutre,FRA,GK,Caen,37,1980,35,35,3104,34.5,48,1.39,133,93,66.9,9,7,18,11,31.4,4,4,0,0,0.0,Ligue 1,2017-2018,74281382084
196,Emiliano Viviano,ITA,GK,Sampdoria,31,1985,27,27,2430,27.0,43,1.59,129,89,68.2,11,4,12,6,22.2,6,2,4,0,66.7,Serie A,2017-2018,32261224827
197,Michel Vorm,NED,GK,Tottenham,33,1983,1,1,90,1.0,1,1.00,4,4,75.0,0,1,0,0,0.0,0,0,0,0,0,Premier League,2017-2018,95105078332
198,Roman Weidenfeller,GER,GK,Dortmund,36,1980,2,1,91,1.0,4,3.96,7,2,42.9,0,1,0,0,0.0,0,0,0,0,0,Bundesliga,2017-2018,11919625559
199,Axel Werner,ARG,GK,Atlético Madrid,21,1996,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,0,La Liga,2017-2018,66073924186
200,Yoel,ESP,GK,Eibar,28,1988,1,1,90,1.0,0,0.00,5,5,100.0,0,1,0,1,100.0,0,0,0,0,0,La Liga,2017-2018,31505149988
201,Erwin Zelazny,FRA,GK,Troyes,25,1991,17,17,1530,17.0,28,1.65,94,68,72.3,3,3,11,3,17.6,2,2,0,0,0.0,Ligue 1,2017-2018,87830616304
202,Robin Zentner,GER,GK,Mainz 05,22,1994,15,15,1350,15.0,27,1.80,66,44,65.2,3,5,7,2,13.3,4,4,0,0,0.0,Bundesliga,2017-2018,80041888817
203,Luca Zidane,FRA,GK,Real Madrid,19,1998,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,0,La Liga,2017-2018,3127520826
204,Ron-Robert Zieler,GER,GK,Stuttgart,28,1989,34,34,3060,34.0,36,1.06,146,113,78.1,15,6,13,12,35.3,6,4,2,0,33.3,Bundesliga,2017-2018,76235013183
