Rk,Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,League,Season,TeamID
96,West Ham,29,27.4,38,3420,90,100,38.0,418,85.0,0.0,107,21,177,1.03,49,62,-13,-0.34,46.2,61.1,-14.8,-0.39,Premier League,2019-2020,57680956417459581
97,Wolfsburg,26,26.0,34,3060,90,100,34.0,374,85.0,0.0,106,18,199,1.44,48,46,2,0.06,47.3,40.1,7.3,0.21,Bundesliga,2019-2020,85159484018358879
98,Wolves,21,26.6,38,3420,90,100,38.0,418,86.0,0.0,97,19,187,1.55,51,40,11,0.29,47.1,34.8,12.3,0.32,Premier League,2019-2020,24001928852251903
1,Alavés,26,26.7,38,3420,90,100,38.0,418,85.0,0.0,113,17,153,1.32,39,50,-11,-0.29,37.3,51.0,-13.7,-0.36,La Liga,2018-2019,37745278530914180
2,Amiens,26,26.5,38,3420,90,100,38.0,418,85.0,0.0,106,17,160,1.0,31,52,-21,-0.55,34.6,46.4,-11.8,-0.31,Ligue 1,2018-2019,20069478421376018
3,Angers,24,28.0,38,3420,90,100,38.0,418,85.0,0.0,110,19,155,1.21,44,49,-5,-0.13,47.7,46.9,0.7,0.02,Ligue 1,2018-2019,66587352409382849
4,Arsenal,28,26.7,38,3420,90,100,38.0,418,83.0,0.0,113,26,153,1.84,73,51,22,0.58,58.0,54.1,3.9,0.1,Premier League,2018-2019,5838645288327307
5,Atalanta,27,26.5,38,3420,90,100,38.0,418,84.0,308.0,109,22,311,1.82,77,46,31,0.82,66.9,41.2,25.7,0.68,Serie A,2018-2019,87465877057901989
6,Athletic Club,27,27.6,38,3420,90,100,38.0,418,85.0,0.0,113,19,153,1.39,41,45,-4,-0.11,40.2,43.8,-3.6,-0.09,La Liga,2018-2019,4823083458145023
7,Atlético Madrid,29,26.4,38,3420,90,100,38.0,418,83.0,0.0,105,26,160,2.0,55,29,26,0.68,46.0,38.7,7.3,0.19,La Liga,2018-2019,74713976168286555
8,Augsburg,30,26.5,34,3060,90,100,34.0,374,85.0,0.0,94,22,144,0.94,51,71,-20,-0.59,43.3,57.5,-14.1,-0.42,Bundesliga,2018-2019,82828683183786310
9,Barcelona,30,27.7,38,3420,90,100,38.0,418,84.0,0.0,112,21,154,2.29,90,36,54,1.42,73.8,40.5,33.3,0.88,La Liga,2018-2019,81744823723090567
10,Bayern Munich,24,27.4,34,3060,90,100,34.0,374,85.0,0.0,102,20,133,2.29,88,32,56,1.65,80.8,25.9,55.0,1.62,Bundesliga,2018-2019,7510926916741648
11,Betis,25,26.7,38,3420,90,100,38.0,418,84.0,0.0,113,21,153,1.32,44,52,-8,-0.21,48.8,47.1,1.7,0.04,La Liga,2018-2019,9423348454032625
12,Bologna,29,27.0,38,3420,90,100,38.0,418,85.0,301.0,112,19,339,1.16,48,56,-8,-0.21,47.4,46.7,0.7,0.02,Serie A,2018-2019,23275147453355121
13,Bordeaux,33,25.3,38,3420,90,100,38.0,418,84.0,0.0,110,21,156,1.08,34,42,-8,-0.21,40.3,53.2,-12.8,-0.34,Ligue 1,2018-2019,12683680850395737
14,Bournemouth,28,26.6,38,3420,90,100,38.0,418,86.0,0.0,104,17,162,1.18,56,70,-14,-0.37,54.2,55.7,-1.5,-0.04,Premier League,2018-2019,36088947257895306
15,Brighton,21,27.4,38,3420,90,100,38.0,418,84.0,0.0,99,22,167,0.95,35,60,-25,-0.66,34.1,56.0,-21.9,-0.58,Premier League,2018-2019,49072214318111932
16,Burnley,23,28.0,38,3420,90,100,38.0,418,86.0,0.0,86,18,180,1.05,45,68,-23,-0.61,40.7,63.0,-22.3,-0.59,Premier League,2018-2019,21823480134907726
17,Caen,27,25.8,38,3420,90,100,38.0,418,84.0,0.0,113,22,153,0.87,29,54,-25,-0.66,31.1,57.6,-26.5,-0.7,Ligue 1,2018-2019,21277886218272520
18,Cagliari,30,27.9,38,3420,90,100,38.0,418,84.0,296.0,113,21,310,1.08,36,54,-18,-0.47,39.1,58.5,-19.4,-0.51,Serie A,2018-2019,32968728316179674
19,Cardiff City,25,27.7,38,3420,90,100,38.0,418,85.0,0.0,109,18,157,0.89,34,69,-35,-0.92,39.5,61.4,-21.9,-0.58,Premier League,2018-2019,69924771535350567
20,Celta Vigo,28,25.5,38,3420,90,100,38.0,418,85.0,0.0,110,18,156,1.08,53,62,-9,-0.24,44.8,59.9,-15.0,-0.4,La Liga,2018-2019,14218303985450920
21,Chelsea,24,27.3,38,3420,90,100,38.0,418,85.0,0.0,113,20,153,1.89,63,39,24,0.63,58.2,35.0,23.2,0.61,Premier League,2018-2019,58172670324373785
22,Chievo,36,28.3,38,3420,90,100,38.0,418,83.0,300.0,113,23,327,0.45,25,75,-50,-1.32,35.6,59.6,-23.9,-0.63,Serie A,2018-2019,83748145049842906
23,Crystal Palace,26,27.4,38,3420,90,100,38.0,418,87.0,0.0,92,14,174,1.29,51,53,-2,-0.05,50.9,47.9,3.0,0.08,Premier League,2018-2019,15352059381074619
24,Dijon,26,27.1,38,3420,90,100,38.0,418,84.0,0.0,112,19,154,0.89,31,60,-29,-0.76,39.5,61.0,-21.5,-0.57,Ligue 1,2018-2019,59239312409540653
25,Dortmund,23,24.8,34,3060,90,100,34.0,374,85.0,0.0,100,17,137,2.24,81,44,37,1.09,58.4,39.5,18.9,0.56,Bundesliga,2018-2019,6921931827204601
26,Düsseldorf,24,26.9,34,3060,90,100,34.0,374,85.0,0.0,97,19,140,1.29,49,65,-16,-0.47,46.7,60.2,-13.5,-0.4,Bundesliga,2018-2019,6414184432322702
27,Eibar,25,28.5,38,3420,90,100,38.0,418,85.0,0.0,111,19,154,1.24,46,50,-4,-0.11,50.7,45.1,5.7,0.15,La Liga,2018-2019,67267904110326262
28,Eint Frankfurt,30,26.4,34,3060,90,100,34.0,374,84.0,0.0,93,21,145,1.59,60,48,12,0.35,55.4,50.5,4.9,0.14,Bundesliga,2018-2019,37929111009288632
29,Empoli,29,26.4,38,3420,90,100,38.0,418,85.0,311.0,106,21,319,1.0,51,70,-19,-0.5,52.0,61.0,-8.9,-0.24,Serie A,2018-2019,77726683749984272
30,Espanyol,25,27.7,38,3420,90,100,38.0,418,85.0,0.0,114,18,152,1.39,48,50,-2,-0.05,48.8,50.8,-2.0,-0.05,La Liga,2018-2019,71314269182841176
31,Everton,23,25.7,38,3420,90,100,38.0,418,85.0,0.0,111,16,155,1.42,54,46,8,0.21,47.3,46.4,0.9,0.02,Premier League,2018-2019,57482013681231466
32,Fiorentina,27,24.1,38,3420,90,100,38.0,418,84.0,306.0,109,23,316,1.08,47,45,2,0.05,52.4,42.3,10.2,0.27,Serie A,2018-2019,24325362613855847
33,Freiburg,28,25.8,34,3060,90,100,34.0,374,85.0,0.0,101,20,137,1.06,46,61,-15,-0.44,42.2,55.4,-13.3,-0.39,Bundesliga,2018-2019,17577284562417651
34,Frosinone,33,26.4,38,3420,90,100,38.0,418,85.0,306.0,110,20,339,0.66,29,69,-40,-1.05,35.5,60.8,-25.3,-0.67,Serie A,2018-2019,87953309350363757
35,Fulham,28,26.0,38,3420,90,100,38.0,418,84.0,0.0,108,22,158,0.68,34,81,-47,-1.24,39.0,65.4,-26.4,-0.7,Premier League,2018-2019,19227944656237519
36,Genoa,31,26.0,38,3420,90,100,38.0,418,83.0,300.0,112,23,327,1.0,39,57,-18,-0.47,43.6,53.8,-10.2,-0.27,Serie A,2018-2019,87033800759594150
37,Getafe,26,27.5,38,3420,90,100,38.0,418,85.0,0.0,114,18,152,1.55,48,35,13,0.34,44.7,40.7,4.0,0.11,La Liga,2018-2019,23789167582387071
38,Girona,26,26.6,38,3420,90,100,38.0,418,85.0,0.0,113,19,153,0.97,37,53,-16,-0.42,38.6,50.5,-11.9,-0.31,La Liga,2018-2019,12545195302828957
39,Guingamp,30,26.0,38,3420,90,100,38.0,418,84.0,0.0,107,21,158,0.71,28,68,-40,-1.05,39.9,50.1,-10.2,-0.27,Ligue 1,2018-2019,16872092436156260
40,Hannover 96,32,26.3,34,3060,90,100,34.0,374,84.0,0.0,97,22,141,0.62,31,71,-40,-1.18,33.7,66.1,-32.4,-0.95,Bundesliga,2018-2019,10121335889457780
41,Hertha BSC,26,25.9,34,3060,90,100,34.0,374,85.0,0.0,92,20,145,1.26,49,57,-8,-0.24,47.9,59.4,-11.5,-0.34,Bundesliga,2018-2019,59737400018465050
42,Hoffenheim,29,25.5,34,3060,90,100,34.0,374,84.0,0.0,100,23,138,1.5,70,52,18,0.53,73.1,51.9,21.2,0.62,Bundesliga,2018-2019,29322720181807625
43,Huddersfield,31,26.2,38,3420,90,100,38.0,418,84.0,0.0,107,22,159,0.42,22,76,-54,-1.42,29.4,63.8,-34.5,-0.91,Premier League,2018-2019,70397411865897550
44,Huesca,30,26.7,38,3420,90,100,38.0,418,84.0,0.0,111,23,155,0.87,43,65,-22,-0.58,45.9,57.0,-11.2,-0.29,La Liga,2018-2019,16593090704373522
45,Inter,23,27.7,38,3420,90,100,38.0,418,85.0,303.0,114,20,251,1.82,57,33,24,0.63,64.1,38.2,25.9,0.68,Serie A,2018-2019,53198597771575973
46,Juventus,31,28.0,38,3420,90,100,38.0,418,85.0,315.0,102,20,251,2.37,70,30,40,1.05,58.2,36.1,22.1,0.58,Serie A,2018-2019,19371054131726661
47,Lazio,30,27.9,38,3420,90,100,38.0,418,83.0,301.0,113,24,328,1.55,56,46,10,0.26,56.4,42.7,13.7,0.36,Serie A,2018-2019,90751438076496109
48,Leganés,29,26.6,38,3420,90,100,38.0,418,85.0,0.0,112,17,154,1.18,37,43,-6,-0.16,37.4,40.0,-2.6,-0.07,La Liga,2018-2019,20237473683555152
49,Leicester City,25,25.9,38,3420,90,100,38.0,418,85.0,0.0,111,18,155,1.37,51,48,3,0.08,49.6,44.3,5.3,0.14,Premier League,2018-2019,18776461863573874
50,Levante,26,26.3,38,3420,90,100,38.0,418,84.0,0.0,113,20,152,1.16,59,66,-7,-0.18,49.9,67.9,-17.9,-0.47,La Liga,2018-2019,1566092639264277
51,Leverkusen,21,25.3,34,3060,90,100,34.0,374,85.0,0.0,93,22,144,1.71,69,52,17,0.5,62.1,43.6,18.5,0.54,Bundesliga,2018-2019,36794408106212849
52,Lille,25,24.1,38,3420,90,100,38.0,418,86.0,0.0,112,15,154,1.97,68,33,35,0.92,58.4,42.8,15.6,0.41,Ligue 1,2018-2019,85603837513355486
53,Liverpool,23,26.1,38,3420,90,100,38.0,418,86.0,0.0,109,15,157,2.55,89,22,67,1.76,74.7,30.5,44.2,1.16,Premier League,2018-2019,41956650829873911
54,Lyon,25,24.4,38,3420,90,100,38.0,418,85.0,0.0,108,19,158,1.89,70,47,23,0.61,73.8,42.2,31.6,0.83,Ligue 1,2018-2019,87005642993871754
55,M'Gladbach,22,26.5,34,3060,90,100,34.0,374,84.0,0.0,102,20,136,1.62,55,42,13,0.38,51.1,49.6,1.5,0.04,Bundesliga,2018-2019,81611584009946193
56,Mainz 05,28,24.2,34,3060,90,100,34.0,374,85.0,0.0,102,20,136,1.26,46,57,-11,-0.32,48.5,57.2,-8.8,-0.26,Bundesliga,2018-2019,71158960989778912
57,Manchester City,21,26.7,38,3420,90,100,38.0,418,86.0,0.0,108,17,158,2.58,95,23,72,1.89,82.0,25.3,56.7,1.49,Premier League,2018-2019,74026506610392765
58,Manchester Utd,28,26.3,38,3420,90,100,38.0,418,85.0,0.0,112,20,154,1.74,65,54,11,0.29,59.4,48.1,11.3,0.3,Premier League,2018-2019,29078730489839024
59,Marseille,24,26.9,38,3420,90,100,38.0,418,85.0,0.0,110,17,156,1.61,60,52,8,0.21,52.6,46.2,6.4,0.17,Ligue 1,2018-2019,66190039714113630
60,Milan,23,24.8,38,3420,90,100,38.0,418,85.0,309.0,104,20,334,1.79,55,36,19,0.5,48.1,40.0,8.1,0.21,Serie A,2018-2019,59378513948613436
61,Monaco,42,25.6,38,3420,90,100,38.0,418,84.0,0.0,102,21,163,0.95,38,57,-19,-0.5,48.7,47.2,1.6,0.04,Ligue 1,2018-2019,79093238158793616
62,Montpellier,25,28.0,38,3420,90,100,38.0,418,86.0,0.0,107,16,156,1.55,53,42,11,0.29,45.2,43.2,2.0,0.05,Ligue 1,2018-2019,32434714471076965
63,Nantes,33,25.9,38,3420,90,100,38.0,418,86.0,0.0,112,14,154,1.26,48,48,0,0.0,47.7,47.9,-0.2,-0.01,Ligue 1,2018-2019,25802633648495862
64,Napoli,26,27.0,38,3420,90,100,38.0,418,84.0,300.0,113,23,261,2.08,74,36,38,1.0,68.1,34.5,33.7,0.89,Serie A,2018-2019,10516137814401134
65,Newcastle Utd,24,26.9,38,3420,90,100,38.0,418,86.0,0.0,99,17,167,1.18,42,48,-6,-0.16,39.6,53.7,-14.1,-0.37,Premier League,2018-2019,29528772732587842
66,Nice,30,24.2,38,3420,90,100,38.0,418,85.0,0.0,109,18,157,1.47,30,35,-5,-0.13,44.2,49.0,-4.8,-0.13,Ligue 1,2018-2019,11720969662561653
67,Nîmes,23,24.1,38,3420,90,100,38.0,418,85.0,0.0,111,18,155,1.39,57,58,-1,-0.03,47.9,55.8,-7.9,-0.21,Ligue 1,2018-2019,83514802313158576
68,Nürnberg,27,24.9,34,3060,90,100,34.0,374,84.0,0.0,96,20,141,0.56,26,68,-42,-1.24,33.0,55.7,-22.6,-0.67,Bundesliga,2018-2019,10689243141507842
69,Paris S-G,30,26.2,38,3420,90,100,38.0,418,84.0,0.0,109,20,140,2.39,105,35,70,1.84,91.0,35.8,55.2,1.45,Ligue 1,2018-2019,11177590892093073
70,Parma,31,29.4,38,3420,90,100,38.0,418,85.0,302.0,113,19,306,1.08,41,61,-20,-0.53,38.6,65.2,-26.6,-0.7,Serie A,2018-2019,62695319081093388
71,Rayo Vallecano,29,26.6,38,3420,90,100,38.0,418,84.0,0.0,111,20,155,0.84,41,70,-29,-0.76,40.8,54.5,-13.7,-0.36,La Liga,2018-2019,75203699329351977
72,RB Leipzig,23,24.0,34,3060,90,100,34.0,374,86.0,0.0,100,15,138,1.94,63,29,34,1.0,60.8,35.1,25.7,0.76,Bundesliga,2018-2019,68159208261559796
73,Real Madrid,27,27.1,38,3420,90,100,38.0,418,84.0,0.0,112,21,154,1.79,63,46,17,0.45,61.3,45.6,15.7,0.41,La Liga,2018-2019,29627131003986350
74,Real Sociedad,30,24.9,38,3420,90,100,38.0,418,84.0,0.0,110,20,156,1.32,45,46,-1,-0.03,46.5,43.9,2.7,0.07,La Liga,2018-2019,57299950304530590
75,Reims,27,26.2,38,3420,90,100,38.0,418,85.0,0.0,112,19,154,1.45,39,42,-3,-0.08,40.6,44.9,-4.3,-0.11,Ligue 1,2018-2019,67732085073987538
76,Rennes,28,25.7,38,3420,90,100,38.0,418,85.0,0.0,105,20,161,1.37,55,52,3,0.08,52.2,48.7,3.5,0.09,Ligue 1,2018-2019,96819424452761337
77,Roma,26,27.5,38,3420,90,100,38.0,418,84.0,305.0,111,23,287,1.74,66,48,18,0.47,64.3,54.4,9.9,0.26,Serie A,2018-2019,764736481564168
78,Saint-Étienne,29,27.8,38,3420,90,100,38.0,418,85.0,0.0,113,18,151,1.74,59,41,18,0.47,55.8,50.3,5.5,0.14,Ligue 1,2018-2019,56226069621228236
79,Sampdoria,24,26.1,38,3420,90,100,38.0,418,84.0,303.0,112,22,314,1.39,60,51,9,0.24,49.8,52.7,-2.9,-0.08,Serie A,2018-2019,89407679695143145
80,Sassuolo,29,25.4,38,3420,90,100,38.0,418,84.0,299.0,113,21,333,1.13,53,60,-7,-0.18,46.4,57.2,-10.8,-0.28,Serie A,2018-2019,79200252522790650
81,Schalke 04,32,25.8,34,3060,90,100,34.0,374,84.0,0.0,97,21,141,0.97,37,55,-18,-0.53,43.1,49.7,-6.5,-0.19,Bundesliga,2018-2019,24345039935475884
82,Sevilla,27,27.9,38,3420,90,100,38.0,418,84.0,0.0,111,22,155,1.55,62,47,15,0.39,63.5,44.1,19.4,0.51,La Liga,2018-2019,22702270477938803
83,Southampton,30,25.4,38,3420,90,100,38.0,418,85.0,0.0,107,20,159,1.03,45,65,-20,-0.53,46.1,55.5,-9.4,-0.25,Premier League,2018-2019,21037626007536306
84,SPAL,28,27.8,38,3420,90,100,38.0,418,85.0,302.0,113,19,332,1.11,44,56,-12,-0.32,41.5,48.6,-7.0,-0.19,Serie A,2018-2019,73622612860183040
85,Strasbourg,26,26.2,38,3420,90,100,38.0,418,86.0,0.0,109,16,156,1.29,58,48,10,0.26,42.2,49.6,-7.4,-0.2,Ligue 1,2018-2019,92234479374253707
86,Stuttgart,26,26.3,34,3060,90,100,34.0,374,84.0,0.0,101,23,137,0.82,32,70,-38,-1.12,39.0,57.4,-18.3,-0.54,Bundesliga,2018-2019,81761661302668293
87,Torino,25,27.6,38,3420,90,100,38.0,418,85.0,304.0,112,20,273,1.66,52,37,15,0.39,49.3,48.0,1.3,0.04,Serie A,2018-2019,21846272194836439
88,Tottenham,28,26.8,38,3420,90,100,38.0,418,86.0,0.0,106,15,160,1.87,67,39,28,0.74,57.9,45.3,12.6,0.33,Premier League,2018-2019,22006624071753704
89,Toulouse,29,25.5,38,3420,90,100,38.0,418,85.0,0.0,102,20,163,1.0,35,57,-22,-0.58,44.0,58.6,-14.6,-0.38,Ligue 1,2018-2019,94523000561782573
90,Udinese,31,25.3,38,3420,90,100,38.0,418,85.0,311.0,104,19,297,1.13,39,53,-14,-0.37,41.5,57.7,-16.2,-0.43,Serie A,2018-2019,48393495896639342
91,Valencia,25,26.4,38,3420,90,100,38.0,418,84.0,0.0,108,23,158,1.61,51,35,16,0.42,57.3,40.3,17.0,0.45,La Liga,2018-2019,65158650443085242
92,Valladolid,28,27.4,38,3420,90,100,38.0,418,85.0,0.0,113,18,152,1.08,32,51,-19,-0.5,40.5,52.9,-12.5,-0.33,La Liga,2018-2019,44089518275887893
93,Villarreal,26,27.1,38,3420,90,100,38.0,418,85.0,0.0,113,19,152,1.16,49,52,-3,-0.08,50.7,53.4,-2.7,-0.07,La Liga,2018-2019,63335634096533483
94,Watford,25,28.5,38,3420,90,100,38.0,418,85.0,0.0,103,18,163,1.32,52,59,-7,-0.18,48.1,54.5,-6.3,-0.17,Premier League,2018-2019,73743918793554398
95,Werder Bremen,24,27.1,34,3060,90,100,34.0,374,84.0,0.0,101,22,137,1.56,58,49,9,0.26,49.5,53.9,-4.4,-0.13,Bundesliga,2018-2019,59303898890876434
96,West Ham,26,27.6,38,3420,90,100,38.0,418,84.0,0.0,113,23,152,1.37,52,55,-3,-0.08,48.2,62.0,-13.8,-0.36,Premier League,2018-2019,57680956417459581
97,Wolfsburg,25,25.4,34,3060,90,100,34.0,374,86.0,0.0,97,16,140,1.62,62,50,12,0.35,46.2,46.4,-0.2,0.0,Bundesliga,2018-2019,85159484018358879
98,Wolves,21,26.1,38,3420,90,100,38.0,418,85.0,0.0,110,17,156,1.5,47,46,1,0.03,49.0,38.1,10.8,0.29,Premier League,2018-2019,24001928852251903
1,Alavés,30,25.5,38,3420,90,100,38.0,418,85.0,303.0,111,20,154,1.24,40,50,-10,-0.26,38.8,53.2,-14.4,-0.38,La Liga,2017-2018,37745278530914180
2,Amiens,30,27.5,38,3420,90,100,38.0,418,0.0,0.0,111,0,155,1.18,37,42,-5,-0.13,35.3,55.4,-20.2,-0.53,Ligue 1,2017-2018,20069478421376018
3,Angers,27,27.1,38,3420,90,100,38.0,418,0.0,0.0,112,0,153,1.08,42,52,-10,-0.26,45.6,44.0,1.6,0.04,Ligue 1,2017-2018,66587352409382849
4,Arsenal,30,26.8,38,3420,90,100,38.0,418,0.0,0.0,101,0,165,1.66,74,51,23,0.61,68.4,50.6,17.8,0.47,Premier League,2017-2018,5838645288327307
5,Atalanta,25,25.7,38,3420,90,100,38.0,418,0.0,0.0,108,0,313,1.58,57,39,18,0.47,67.4,37.2,30.3,0.8,Serie A,2017-2018,87465877057901989
6,Athletic Club,26,26.7,38,3420,90,100,38.0,418,85.0,312.0,106,22,160,1.13,41,49,-8,-0.21,45.6,47.4,-1.8,-0.05,La Liga,2017-2018,4823083458145023
7,Atlético Madrid,26,26.6,38,3420,90,100,38.0,418,83.0,304.0,110,24,156,2.08,58,22,36,0.95,47.8,37.0,10.8,0.28,La Liga,2017-2018,74713976168286555
8,Augsburg,27,26.6,34,3060,90,100,34.0,374,0.0,0.0,95,0,143,1.21,43,46,-3,-0.09,44.8,42.9,1.9,0.06,Bundesliga,2017-2018,82828683183786310
9,Barcelona,25,27.7,38,3420,90,100,38.0,418,84.0,305.0,111,21,155,2.45,99,29,70,1.84,78.3,41.1,37.2,0.98,La Liga,2017-2018,81744823723090567
10,Bayern Munich,28,27.4,34,3060,90,100,34.0,374,0.0,0.0,102,0,134,2.47,92,28,64,1.88,77.7,33.6,44.1,1.3,Bundesliga,2017-2018,7510926916741648
11,Benevento,41,26.0,38,3420,90,100,38.0,418,0.0,0.0,113,0,311,0.55,33,84,-51,-1.34,39.1,74.7,-35.6,-0.94,Serie A,2017-2018,38159059008947812
12,Betis,29,27.1,38,3420,90,100,38.0,418,84.0,302.0,113,21,153,1.58,60,61,-1,-0.03,41.1,50.6,-9.5,-0.25,La Liga,2017-2018,9423348454032625
13,Bologna,30,26.8,38,3420,90,100,38.0,418,0.0,0.0,113,0,331,1.03,40,52,-12,-0.32,37.1,53.7,-16.7,-0.44,Serie A,2017-2018,23275147453355121
14,Bordeaux,31,25.1,38,3420,90,100,38.0,418,0.0,0.0,112,0,153,1.45,53,48,5,0.13,52.7,40.8,11.8,0.31,Ligue 1,2017-2018,12683680850395737
15,Bournemouth,22,26.9,38,3420,90,100,38.0,418,0.0,0.0,109,0,157,1.16,45,61,-16,-0.42,44.8,61.4,-16.6,-0.44,Premier League,2017-2018,36088947257895306
16,Brighton,24,27.5,38,3420,90,100,38.0,418,0.0,0.0,101,0,165,1.05,34,54,-20,-0.53,37.2,52.6,-15.5,-0.41,Premier League,2017-2018,49072214318111932
17,Burnley,24,27.5,38,3420,90,100,38.0,418,0.0,0.0,83,0,183,1.42,36,39,-3,-0.08,34.5,51.7,-17.3,-0.45,Premier League,2017-2018,21823480134907726
18,Caen,26,27.3,38,3420,90,100,38.0,418,0.0,0.0,95,0,170,1.0,27,52,-25,-0.66,42.2,48.7,-6.6,-0.17,Ligue 1,2017-2018,21277886218272520
19,Cagliari,29,27.1,38,3420,90,100,38.0,418,0.0,0.0,114,0,295,1.03,33,61,-28,-0.74,40.1,58.7,-18.7,-0.49,Serie A,2017-2018,32968728316179674
20,Celta Vigo,23,25.7,38,3420,90,100,38.0,418,85.0,308.0,109,19,157,1.29,59,60,-1,-0.03,52.0,51.6,0.4,0.01,La Liga,2017-2018,14218303985450920
21,Chelsea,26,26.7,38,3420,90,100,38.0,418,0.0,0.0,109,0,157,1.84,62,38,24,0.63,57.9,35.3,22.7,0.6,Premier League,2017-2018,58172670324373785
22,Chievo,25,30.3,38,3420,90,100,38.0,418,0.0,0.0,109,0,345,1.05,36,59,-23,-0.61,32.3,54.3,-21.9,-0.58,Serie A,2017-2018,83748145049842906
23,Crotone,29,25.6,38,3420,90,100,38.0,418,0.0,0.0,114,0,318,0.92,40,66,-26,-0.68,36.2,59.0,-22.8,-0.6,Serie A,2017-2018,33431629624225246
24,Crystal Palace,28,27.1,38,3420,90,100,38.0,418,0.0,0.0,73,0,191,1.16,45,55,-10,-0.26,56.1,50.7,5.4,0.14,Premier League,2017-2018,15352059381074619
25,Dijon,26,26.6,38,3420,90,100,38.0,418,0.0,0.0,110,0,154,1.26,55,73,-18,-0.47,42.9,69.2,-26.3,-0.69,Ligue 1,2017-2018,59239312409540653
26,Dortmund,30,25.9,34,3060,90,100,34.0,374,0.0,0.0,95,0,141,1.62,64,47,17,0.5,63.7,44.5,19.2,0.56,Bundesliga,2017-2018,6921931827204601
27,Eibar,27,27.4,38,3420,90,100,38.0,418,84.0,303.0,113,20,153,1.34,44,50,-6,-0.16,39.9,44.3,-4.4,-0.12,La Liga,2017-2018,67267904110326262
28,Eint Frankfurt,28,26.4,34,3060,90,100,34.0,374,0.0,0.0,101,0,137,1.44,45,45,0,0.0,43.5,42.1,1.3,0.04,Bundesliga,2017-2018,37929111009288632
29,Espanyol,25,26.8,38,3420,90,100,38.0,418,84.0,312.0,105,25,161,1.29,36,42,-6,-0.16,42.9,47.7,-4.8,-0.13,La Liga,2017-2018,71314269182841176
30,Everton,30,26.7,38,3420,90,100,38.0,418,0.0,0.0,114,0,152,1.29,44,58,-14,-0.37,41.4,52.3,-10.9,-0.29,Premier League,2017-2018,57482013681231466
31,Fiorentina,27,25.0,38,3420,90,100,38.0,418,0.0,0.0,111,0,325,1.5,54,46,8,0.21,57.2,42.5,14.7,0.39,Serie A,2017-2018,24325362613855847
32,Freiburg,29,24.8,34,3060,90,100,34.0,374,0.0,0.0,96,0,142,1.06,32,56,-24,-0.71,41.3,50.6,-9.3,-0.27,Bundesliga,2017-2018,17577284562417651
33,Genoa,33,27.9,38,3420,90,100,38.0,418,0.0,0.0,113,0,329,1.08,33,43,-10,-0.26,43.3,45.6,-2.2,-0.06,Serie A,2017-2018,87033800759594150
34,Getafe,32,28.2,38,3420,90,100,38.0,418,84.0,300.0,113,19,153,1.45,42,33,9,0.24,46.4,36.8,9.6,0.25,La Liga,2017-2018,23789167582387071
35,Girona,25,26.3,38,3420,90,100,38.0,418,85.0,312.0,106,19,159,1.34,50,59,-9,-0.24,48.9,46.9,2.0,0.05,La Liga,2017-2018,12545195302828957
36,Guingamp,23,27.2,38,3420,90,100,38.0,418,0.0,0.0,113,0,153,1.24,48,59,-11,-0.29,45.6,53.6,-8.0,-0.21,Ligue 1,2017-2018,16872092436156260
37,Hamburger SV,29,25.0,34,3060,90,100,34.0,374,0.0,0.0,97,0,138,0.91,29,53,-24,-0.71,37.0,52.5,-15.6,-0.46,Bundesliga,2017-2018,42905483414913667
38,Hannover 96,26,26.4,34,3060,90,100,34.0,374,0.0,0.0,100,0,136,1.15,44,54,-10,-0.29,46.0,54.3,-8.3,-0.25,Bundesliga,2017-2018,10121335889457780
39,Hellas Verona,32,25.9,38,3420,90,100,38.0,418,0.0,0.0,113,0,317,0.66,30,78,-48,-1.26,34.5,76.1,-41.6,-1.09,Serie A,2017-2018,45227680351245381
40,Hertha BSC,25,26.4,34,3060,90,100,34.0,374,0.0,0.0,95,0,142,1.26,43,46,-3,-0.09,39.9,46.6,-6.7,-0.2,Bundesliga,2017-2018,59737400018465050
41,Hoffenheim,26,25.0,34,3060,90,100,34.0,374,0.0,0.0,102,0,136,1.62,66,48,18,0.53,51.7,47.5,4.2,0.12,Bundesliga,2017-2018,29322720181807625
42,Huddersfield,25,26.4,38,3420,90,100,38.0,418,0.0,0.0,112,0,154,0.97,28,58,-30,-0.79,31.7,55.2,-23.5,-0.62,Premier League,2017-2018,70397411865897550
43,Inter,22,27.6,38,3420,90,100,38.0,418,0.0,0.0,110,0,283,1.89,66,30,36,0.95,60.8,35.3,25.6,0.67,Serie A,2017-2018,53198597771575973
44,Juventus,24,29.2,38,3420,90,100,38.0,418,0.0,0.0,111,0,267,2.5,86,24,62,1.63,59.8,28.7,31.0,0.82,Serie A,2017-2018,19371054131726661
45,Köln,31,25.3,34,3060,90,100,34.0,374,0.0,0.0,101,0,136,0.65,35,70,-35,-1.03,42.2,67.8,-25.5,-0.75,Bundesliga,2017-2018,39731782814123330
46,La Coruña,32,28.2,38,3420,90,100,38.0,418,84.0,303.0,113,22,150,0.76,38,76,-38,-1.0,49.2,57.8,-8.6,-0.23,La Liga,2017-2018,31828180925314031
